S.No,"Company Name","Company Email",Address,"Contact No.","Point of Name","Point of Contact",Credits,Varification,Date
1161,"Home Leasing Management",,"6608 N Western, #423 Oklahoma City, OK 73116",+1+14059193507,,,0,Pending,"2024-09-13 06:23:26"
1162,"Edmond Premier Home Leasing",,"1407 South Fretz Drive Edmond, Oklahoma 73003",+1+14058444110,,,0,Pending,"2024-09-13 06:23:25"
1163,"D S Property Management Inc",,"11317 S Western Avenue, #800 Oklahoma City, OK 73170",+1+14056910740,,,0,Pending,"2024-09-13 06:23:24"
1164,"Capital Real Estate Asset Management",,"9085 Harmony Drive Midwest City, OK 73130",+1+14056106090,,,0,Pending,"2024-09-13 06:23:23"
1165,"University Properties",,"1133 N Byrne Rd, Toledo, OH 43607",+1+14195314663,,,0,Pending,"2024-09-13 06:23:22"
1166,"The House Stop Llc",,"648 W. Sylvania Ave, Toledo, OH 43612",+1+14194720550,,,0,Pending,"2024-09-13 06:23:21"
1167,"Sts Property Facility Management Inc",,"420 Madison Ave, Suite 103, Toledo, OH 43604",+1+14192427500,,,0,Pending,"2024-09-13 06:23:20"
1168,"Serenity Property Management",,"1910 Indian Wood Circle, Maumee, OH 43537",+1+14193605146,,,0,Pending,"2024-09-13 06:23:19"
1169,"Real Property Management Clarity Team",,"28304 Cedar Park Blvd, Suite A-1, Perrysburg, OH 43551",+1+15672002320,,,0,Pending,"2024-09-13 06:23:18"
1170,"Prime Asset Management",,"4352 W Sylvania Ave, Toledo, OH 43623",+1+14199718881,,,0,Pending,"2024-09-13 06:23:17"
1171,"Oz Realty",,"2428 W Sylvania Avenue, Toledo, OH 43613",+1+14197406089,,,0,Pending,"2024-09-13 06:23:16"
1172,"Nai Harmon Group",,"4427 Talmadge Rd, Suite A, Toledo, OH 43623",+1+14199604410,,,0,Pending,"2024-09-13 06:23:15"
1173,"Miller Diversified",,"1656 Henthorne Dr, Maumee, OH 43537",+1+14198679119,,,0,Pending,"2024-09-13 06:23:14"
1174,"Martin Signature Properties",,"1461 S Reynolds Rd, Toledo, OH 43615",+1+14198783156,,,0,Pending,"2024-09-13 06:23:13"
1175,"Lpg Toledo Area Rentals",,"360 S Reynolds Rd, Toledo, OH 43615",+1+14195750064,,,0,Pending,"2024-09-13 06:23:12"
1176,"Laplante Real Estate",,"928 Berdan Ave, Toledo, OH 43612",+1+14198062384,,,0,Pending,"2024-09-13 06:23:11"
1177,"Honey Do Property Management",,"6417 Angola Road, Holland, OH 43528",+1+14197200133,,,0,Pending,"2024-09-13 06:23:10"
1178,"Flex Realty Property Management",,"5763 Talmadge Rd, Suite B, Toledo, OH 43623",+1+14198434335,,,0,Pending,"2024-09-13 06:23:09"
1179,"Epic Property Management",,"1101 Linden Ln, Toledo, OH 43615",+1+14198717501,,,0,Pending,"2024-09-13 06:23:08"
1180,"Eidi Properties",,"6725 W. Central Ave, Suite U, Toledo, OH 43617",+1+14197242222,,,0,Pending,"2024-09-13 06:23:07"
1181,"Buckeye Northwest Realty",,"404 S. Reynolds Rd, Suite 1, Toledo, OH 43615",+1+14193855555,,,0,Pending,"2024-09-13 06:23:06"
1182,"Briella Property Solutions Llc",,"1568 W Sylvania Ave, Toledo, OH 43612",+1+14199134836,,,0,Pending,"2024-09-13 06:23:05"
1183,"Beal Properties",,"2800 W. Central Ave A, Toledo, OH 43606",+1+14192590619,,,0,Pending,"2024-09-13 06:23:04"
1184,"Wright Patt Realty",,"2149-A N Fairfield Rd, Beavercreek, OH 45431",+1+19374273662,,,0,Pending,"2024-09-13 06:23:03"
1185,"Wm Properties",,"7940 N Main St, Dayton, OH 45415",+1+19378320870,,,0,Pending,"2024-09-13 06:23:02"
1186,"Turner Property Services Group",,"3199 Klepinger Rd, Suite 200, Dayton, OH 45406",+1+19374617474,,,0,Pending,"2024-09-13 06:23:01"
1187,"Towne Properties",,"6540 Centerville Business Pkwy, Centerville, OH 45459",+1+19372222550,,,0,Pending,"2024-09-13 06:23:00"
1188,"Tlsquared Real Estate Services",,"P.O. Box 340066, Beavercreek, OH 45431",+1+19374909580,,,0,Pending,"2024-09-13 06:22:59"
1189,"Rg Properties",,"10050 Innovation Dr, Suite 100, Dayton, OH 45342",+1+19374347218,,,0,Pending,"2024-09-13 06:22:57"
1190,"Real Property Management",,"4031 Colonel Glenn Hwy, Suite 136, Dayton, OH 45431",+1+19375501022,,,0,Pending,"2024-09-13 06:22:56"
1191,"Rcf Properties",,"5797 Far Hills Ave, Centerville, OH 45429",+1+19374347676,,,0,Pending,"2024-09-13 06:22:55"
1192,"Proper Management",,"729 Salem Ave, Dayton, OH 45406",+1+19379993890,,,0,Pending,"2024-09-13 06:22:54"
1193,"Novation Property Management",,"707 Miamisburg Centerville Rd, #122, Dayton, OH 45459",+1+19376027179,,,0,Pending,"2024-09-13 06:22:53"
1194,"Manco Property Services",,"1905 Salem Ave, Dayton, OH 45406",+1+19372779551,,,0,Pending,"2024-09-13 06:22:52"
1195,"Mak Gregor Management",,"6601 N Main St, Dayton, OH 45415",+1+19372748142,,,0,Pending,"2024-09-13 06:22:51"
1196,"Kittyhawk Realty",,"6430 Chambersburg Rd, Dayton, OH 45424",+1+19372365447,,,0,Pending,"2024-09-13 06:22:50"
1197,"Heritage Hill Realty",,"1701 Delco Park Dr, Kettering, OH 45420",+1+19372599818,,,0,Pending,"2024-09-13 06:22:49"
1198,"Gem City Property Management",,"1333 N Main St, Dayton, OH 45405",+1+19373319774,,,0,Pending,"2024-09-13 06:22:48"
1199,"Flourish Real Estate And Property Management",,"1210 Meadow Bridge Dr, Suite C, Beavercreek, OH 45434",+1+19376377333,,,0,Pending,"2024-09-13 06:22:47"
1200,"Crest Commercial Realty",,"6601 Centerville Business Pkwy, Suite 150, Dayton, OH 45459",+1+19372221600,,,0,Pending,"2024-09-13 06:22:46"
1201,"C D Property Management",,"805 Wilmington Ave, Apt 16, Dayton, OH 45420",+1+19372987711,,,0,Pending,"2024-09-13 06:22:45"
1202,"Wallace F Ackley Company",,"2159 Maple Bend Columbus, OH 43229",+1+16148915233,,,0,Pending,"2024-09-13 06:22:44"
1203,"The Bray Co",,"135 Allview Road Westerville, OH 43081",+1+16148393900,,,0,Pending,"2024-09-13 06:22:43"
1204,"Solutions For Real Estate",,"1103 Schrock Road, #103 Columbus, OH 43229",+1+16148463033,,,0,Pending,"2024-09-13 06:22:42"
1205,"Smith Tandy Group",,"536 South Wall Street #300 Columbus, OH 43215",+1+16142249255,,,0,Pending,"2024-09-13 06:22:41"
1206,"Sbs Management Llc",,"4872 Cemetery Road Hillard, OH 43026",+1+16145277909,,,0,Pending,"2024-09-13 06:22:40"
1207,"Rl Property Management Group",,"753 East Broad Street Columbus, OH 43205",+1+16147253059,,,0,Pending,"2024-09-13 06:22:39"
1208,"Renting Ohio",,"8889 Commerce Loop Drive Columbus, OH 43240",+1+16144273683,,,0,Pending,"2024-09-13 06:22:38"
1209,"Realty Executives Central",,"4701 Olentangy River Road #204 Columbus, OH 43214",+1+16142611935,,,0,Pending,"2024-09-13 06:22:36"
1210,"Peak Property Group",,"1646 North High Street Columbus, OH 43201",+1+16143602020,,,0,Pending,"2024-09-13 06:22:34"
1211,"Panzera Realty",,"896 King Avenue Columbus, OH 43212",+1+16142913406,,,0,Pending,"2024-09-13 06:22:33"
1212,"Oakwood Management Company",,"6950 Americana Pkwy A Reynoldsburg, OH 43068",+1+16148668702,,,0,Pending,"2024-09-13 06:22:32"
1213,"Northwood Properties Inc",,"3145 North High Street Columbus, OH 43202",+1+16142639798,,,0,Pending,"2024-09-13 06:22:31"
1214,"Northpoint Asset Management",,"470 Olde Worthington, Suite 200 Westerville, OH 43082",+1+16144106767,,,0,Pending,"2024-09-13 06:22:30"
1215,"Myers Real Estate",,"1221 Grandview Avenue Columbus, OH 43212",+1+16144862933,,,0,Pending,"2024-09-13 06:22:29"
1216,"Legacy Management Services",,"266 Chittenden Ave Columbus, OH 43201",+1+16146229811,,,0,Pending,"2024-09-13 06:22:28"
1217,"Kohr Royer Griffith",,"1480 Dublin Road Columbus, OH 43215",+1+16142285547,,,0,Pending,"2024-09-13 06:22:27"
1218,"Key Property Management Services",,"4249 Easton Way #220 Columbus, OH 43219",+1+16144763548,,,0,Pending,"2024-09-13 06:22:26"
1219,"Golden Gate Real Estate",,"573 Carle Ave Lewis Center, OH 43035",+1+16148883600,,,0,Pending,"2024-09-13 06:22:25"
1220,"Full Circle Property Management",,"1695 Old Henderson Road Columbus, OH 43220",+1+16145381717,,,0,Pending,"2024-09-13 06:22:24"
1221,"Elford Realty",,"1220 Dublin Road Columbus, OH 43215",+1+16145453133,,,0,Pending,"2024-09-13 06:22:21"
1222,"Core Select Property Group",,"1355 King Avenue Columbus, OH 43212",+1+16144688456,,,0,Pending,"2024-09-13 06:22:20"
1223,"Columbus Realty Source",,"3886 North High Street Columbus, OH 43214",+1+16144869833,,,0,Pending,"2024-09-13 06:22:19"
1224,"Columbus Best Rentals",,"2266 East Main Street East Columbus, OH 43209",+1+16142317750,,,0,Pending,"2024-09-13 06:22:17"
1225,Borror,,"95 North High Street #200 Columbus, OH 43201",+1+16143565500,,,0,Pending,"2024-09-13 06:20:42"
1226,"Beacon Property Management",,"807 East Broad Street Columbus, OH 43205",+1+18663385466,,,0,Pending,"2024-09-13 06:20:41"
1227,"Advanced Realty Management Inc",,"5350 East Livingston Ave Hillard, OH 43232",+1+16148611441,,,0,Pending,"2024-09-13 06:20:39"
1228,"Access More Realty Property Management",,"4102 Anson Drive Hillard, OH 43026",+1+16142690700,,,0,Pending,"2024-09-13 06:20:38"
1229,"Western Reserve Property Management",,"1703 Brookpark Road, Cleveland, OH 44109",+1+12167496300,,,0,Pending,"2024-09-13 06:20:37"
1230,"Vanguard Property Management Ltd",,"13540 Detroit Avenue, Lakewood, OH 44107",+1+12165218222,,,0,Pending,"2024-09-13 06:20:36"
1231,"The Coral Company",,"13219 Shaker Square, Cleveland, OH 44120",+1+12169328822,,,0,Pending,"2024-09-13 06:20:35"
1232,"Sutton Development Group",,"2301 Hamilton Avenue, Cleveland, OH 44114",+1+12166217899,,,0,Pending,"2024-09-13 06:20:34"
1233,"Right Way Properties And Management Llc",,"16317 Elberta Avenue, Cleveland, OH 44128",+1+14404097369,,,0,Pending,"2024-09-13 06:20:33"
1234,"Playhouse Square Real Estate Services",,"1501 Euclid Avenue Suite 200, Cleveland, OH 44115",+1+12166408700,,,0,Pending,"2024-09-13 06:20:32"
1235,Paran,,"2720 Van Aken Blvd., Suite 200, Cleveland, Ohio 44120",+1+12169215663,,,0,Pending,"2024-09-13 06:20:31"
1236,"Neo Realty Group Llc",,"14805 Detroit Avenue, Lakewood, OH 44107",+1+12168014900,,,0,Pending,"2024-09-13 06:20:30"
1237,"Millennia Housing Management Ltd",,"127 Public Square 4000 Key Tower, Cleveland, OH 44114",+1+12165201250,,,0,Pending,"2024-09-13 06:20:29"
1238,"Home Suite Home",,"14837 Detroit Avenue, #175, Lakewood, OH 44107",+1+12166886182,,,0,Pending,"2024-09-13 06:20:27"
1239,"Geis Property Management Llc",,"1010 Euclid Avenue, Cleveland, OH 44114",+1+12166640517,,,0,Pending,"2024-09-13 06:20:24"
1240,"Flagship Properties",,"55 Erieview Plaza, Cleveland, OH 44114",+1+12168611155,,,0,Pending,"2024-09-13 06:20:23"
1241,"First Realty Property Management",,"6690 Beta Drive Suite 220, Cleveland, OH 44143",+1+14407200100,,,0,Pending,"2024-09-13 06:20:22"
1242,"Darwin Homes",,"Cleveland, OH",+1+12162382095,,,0,Pending,"2024-09-13 06:20:21"
1243,"Capital Properties Management",,"12929 Shaker Blvd., Cleveland, OH 44120",+1+12169913057,,,0,Pending,"2024-09-13 06:20:20"
1244,"B2b Realty",,"4324 Ridge Road, Brooklyn, OH 44144",+1+12164654011,,,0,Pending,"2024-09-13 06:20:19"
1245,"Winwood Properties Featured",,"13540 Detroit Ave., Lakewood, Ohio 44107",+1+12165212200,,,0,Pending,"2024-09-13 06:20:18"
1246,"True Home Ohio",,"Cincinnati, OH",+1+15138134129,,,0,Pending,"2024-09-13 06:20:17"
1247,"Treo Rents",,"4680 Cooper Rd. Cincinnati, OH 4524",+1+15139008736,,,0,Pending,"2024-09-13 06:20:15"
1248,"T Properties",,"Cincinnati, OH",+1+15139528776,,,0,Pending,"2024-09-13 06:20:14"
1249,"Sunset Property Solutions",,"3053 Madison Rd. Cincinnati, OH 45209",+1+15133217000,,,0,Pending,"2024-09-13 06:20:12"
1250,"Sundance Property Management Llc",,"9918 Carver Rd., Ste. 110 Cincinnati, OH 45242",+1+15134893363,,,0,Pending,"2024-09-13 06:20:11"
1251,"Stonegate Property Management",,"431 Ohio Pike, Ste. 210 Cincinnati, OH 45255",+1+15135283990,,,0,Pending,"2024-09-13 06:20:10"
1252,"Resident Properties",,"4240 Airport Rd., Ste. 121 Cincinnati, Ohio 45226",+1+15139169106,,,0,Pending,"2024-09-13 06:20:09"
1253,"Raw Property Management",,"5535 Colerain Ave. Cincinnati, OH 45239",+1+15138232123,,,0,Pending,"2024-09-13 06:20:08"
1254,"Pmi Gatekeeper Realty Services",,"7000 Vail Ct. Cincinnati, OH 45247",+1+15132681184,,,0,Pending,"2024-09-13 06:20:07"
1255,"Paradigm Property Management",,"2349 Victory Pkwy. Fl. 1 Cincinnati, Ohio 45206",+1+15137410240,,,0,Pending,"2024-09-13 06:20:06"
1256,"Legacies Realty",,"600 W. Loveland Ave. #10 Loveland, OH 45140",+1+15133793443,,,0,Pending,"2024-09-13 06:20:05"
1257,"L B Management Firm Llc",,"3314 Werk Rd. Cincinnati, OH 45211",+1+15134717222,,,0,Pending,"2024-09-13 06:20:04"
1258,"Hills Properties",,"4901 Hunt Rd. Cincinnati, OH 45242",+1+15139840300,,,0,Pending,"2024-09-13 06:20:03"
1259,"Fruth Property Management",,"36 E University Ave Cincinnati, OH 45219",+1+15133795300,,,0,Pending,"2024-09-13 06:20:01"
1260,"Federle Inc Realtors",,"12116 Kilbride Dr Cincinnati, OH 45251",+1+15138514021,,,0,Pending,"2024-09-13 06:20:00"
1261,"Cres Property Management",,"930 Ohio Pike Cincinnati, OH 45245",+1+15135617368,,,0,Pending,"2024-09-13 06:19:59"
1262,"Cincy Rents",,"2726 Observatory Ave Cincinnati, OH 45208",+1+15138427368,,,0,Pending,"2024-09-13 06:19:58"
1263,"Advantage Property Management Inc",,"7712 Blue Ash Rd. Cincinnati, OH 45236",+1+15139844114,,,0,Pending,"2024-09-13 06:19:57"
1264,"Renting Doors",,"38029 Third St, Ste B, Willoughby, OH 44094",+1+14403063364,,,0,Pending,"2024-09-13 06:19:56"
1265,"Remax Haven Realty",,"5386 Majestic Parkway Ste 9, Bedford Heights, OH 44146",+1+18779262901,,,0,Pending,"2024-09-13 06:19:55"
1266,"Reilly Properties",,"1899 S Taylor Rd, Cleveland Heights, OH 44118",+1+12163718160,,,0,Pending,"2024-09-13 06:19:54"
1267,"Real Property Management Valor",,"9329 Ravenna Rd #C, Twinsburg, OH 44087",+1+14405346700,,,0,Pending,"2024-09-13 06:19:53"
1268,"Ral Property Management",,"27970 Chagrin Blvd, Beachwood, OH 44122",+1+12164702583,,,0,Pending,"2024-09-13 06:19:52"
1269,"Progressive Urban Property Management",,"4001 Detroit Ave, Ste 200, Cleveland, OH 44113",+1+12162730200,,,0,Pending,"2024-09-13 06:19:50"
1270,Fyve,,"2000 Auburn Dr, One Chagrin Highlands, Ste 200, Beachwood, OH 44122",+1+18445483983,,,0,Pending,"2024-09-13 06:19:49"
1271,"Executive Home Management",,"20100 Chagrin Blvd, Shaker Heights, OH 44122",+1+18008912965,,,0,Pending,"2024-09-13 06:19:48"
1272,"Dts Property Management",,"29115 Anderson Rd, Wickliffe, OH 44092",+1+18889281555,,,0,Pending,"2024-09-13 06:19:47"
1273,"Coven Goldman Associates",,"23945 Mercantile Rd, Ste N, Cleveland, OH 44122",+1+12164642140,,,0,Pending,"2024-09-13 06:19:46"
1274,"Cleveland Property Management Group",,"360 Alpha Park Dr, Highland Heights, OH 44143",+1+14404610050,,,0,Pending,"2024-09-13 06:19:45"
1275,"Allstar Property Management",,"6516 Detroit Rd, Lower Level, Cleveland, OH 44102",+1+12168518880,,,0,Pending,"2024-09-13 06:19:44"
1276,"All County Neo Property Management",,"10000 Aurora Hudson Rd C, Hudson, OH 44236",+1+13303823179,,,0,Pending,"2024-09-13 06:19:43"
1277,"4am Properties",,"1536 St Clair Ave, Cleveland, OH 44114",+1+12166302574,,,0,Pending,"2024-09-13 06:19:42"
1278,"Iip Management Featured",,"57 Alpha Park Drive Cleveland, OH 44143",+1+14402614375,,,0,Pending,"2024-09-13 06:19:41"
1279,"Step 2 Llc Property Management Maintenance",,"3824 Skyview Drive, Brunswick, OH 44212",+1+12165050717,,,0,Pending,"2024-09-13 06:19:40"
1280,"Premier Management Llc",,"220 Marion Avenue, Mansfield, OH 44903",+1+14195260466,,,0,Pending,"2024-09-13 06:19:39"
1281,"Jemm Property Management Realty",,"421 East Main Street, Ashland, OH 44805",+1+14196513253,,,0,Pending,"2024-09-13 06:19:38"
1282,"Her Property Management Llc",,"1197 Glen Drive, Millersburg, OH 44654",+1+13306741211,,,0,Pending,"2024-09-13 06:19:37"
1283,"Edge Property Management",,"105 Cooper Foster Park Road, Lorain, OH 44053",+1+14409607369,,,0,Pending,"2024-09-13 06:19:36"
1284,"Csm Properties Of Mid Ohio Llc",,"117 Sturges Avenue #2312, Mansfield, OH 44902",+1+15672415704,,,0,Pending,"2024-09-13 06:19:35"
1285,"Bauer Management Realty",,"100 East 2nd Street, Ashland, OH 44805",+1+14192813446,,,0,Pending,"2024-09-13 06:19:34"
1286,"Aspen Management",,"1566 County Road 1095, Ashland, OH 44805",+1+14192813367,,,0,Pending,"2024-09-13 06:19:33"
1287,"Alpha Omega Real Estate Group",,"105 South Main Street, Mansfield, OH 44902",+1+14195897368,,,0,Pending,"2024-09-13 06:19:32"
1288,"Straley Realty Auctioneers Inc",,"419 W. Ervin Road, Van Wert, OH 45891",+1+14192389733,,,0,Pending,"2024-09-13 06:19:31"
1289,"Twin Oaks Realty Inc",,"2003 W Market St, Akron, OH 44313",+1+13308679990,,,0,Pending,"2024-09-13 06:19:30"
1290,"The Realty Now Property Management",,"21825 Chagrin Blvd, Suite 300, Beachwood, OH 44122",+1+12165391300,,,0,Pending,"2024-09-13 06:19:29"
1291,"Summit Management Services Inc",,"730 W Market St, Akron, OH 44303",+1+13307624011,,,0,Pending,"2024-09-13 06:19:28"
1292,"Stewardship Realty Management",,"641 Lincoln Way W, Massillon, OH 44647",+1+13306004556,,,0,Pending,"2024-09-13 06:19:27"
1293,"Sheppard Associates Kwcr Property Management Division",,"4466 Darrow Rd #11, Stow, OH 44224",+1+13306882157,,,0,Pending,"2024-09-13 06:19:26"
1294,"Remax Haven Realty",,"5386 Majestic Pkwy, Suite 9, Bedford Heights, OH 44146",+1+12165862489,,,0,Pending,"2024-09-13 06:19:25"
1295,"Ohio Rental Managers",,"3691 Lee Rd, Suite 202, Shaker Heights, OH 44120",+1+12162459200,,,0,Pending,"2024-09-13 06:19:24"
1296,"Mc Real Estate Wadsworth",,"102 E Main St, Wadworth, OH 44281",+1+13303367653,,,0,Pending,"2024-09-13 06:19:22"
1297,"Lawrence Realty Llc",,"4815 Munson St, Canton, OH 44718",+1+13302684919,,,0,Pending,"2024-09-13 06:19:22"
1298,"Kremer Realty Inc Property Management Division",,"25 S Main St, Munroe Falls, OH 44262",+1+13306862538,,,0,Pending,"2024-09-13 06:19:21"
1299,"Jamm Real Estate Co",,"8193 Avery Rd, Suite 201, Broadview Heights, OH 44147",+1+14408381111,,,0,Pending,"2024-09-13 06:19:20"
1300,"Icon Property Management",,"4194 Fulton Dr NW, Canton, OH 44718",+1+13305266650,,,0,Pending,"2024-09-13 06:19:18"
1301,"Gross Residential",,"14300 Ridge Rd, North Royalton, OH 44133",+1+14402371681,,,0,Pending,"2024-09-13 06:19:17"
1302,Fyve,,"2000 Auburn Dr, One Chagrin Highlands, Suite 200, Beechwood, OH 44122",+1+18776193983,,,0,Pending,"2024-09-13 06:19:16"
1303,"Eberhardt Realty Management",,"1650 W Market St, Suite 16, Akron, OH 44313",+1+13308656612,,,0,Pending,"2024-09-13 06:19:15"
1304,"Crossroads Management Realty Company",,"333 S Main St, Suite 702, Akron, OH 44308",+1+13307624840,,,0,Pending,"2024-09-13 06:19:14"
1305,"Cc Realty And Property Management",,"301 Portage Trail, Cuyahoga Falls, OH 44221",+1+13309207460,,,0,Pending,"2024-09-13 06:19:13"
1306,"Carolyn Riley Property Management",,"2747 Crawfis Blvd, Suite 208, Fairlawn, OH 44333",+1+13302309949,,,0,Pending,"2024-09-13 06:19:13"
1307,"Brookwood Management Company",,"8230 Pittsburg Ave NW, North Canton, OH 44720",+1+13304976565,,,0,Pending,"2024-09-13 06:19:12"
1308,"All County Neo Property Management",,"10000 Aurora Hudson Rd C, Hudson, OH 44236",+1+13303485200,,,0,Pending,"2024-09-13 06:19:11"
1309,"United Property Management",,"P.O. Box 6171 Raleigh, NC 27628",+1+19197559155,,,0,Pending,"2024-09-13 06:19:10"
1310,"The Edwards Companies",,"6330 Falls of Neuse Road, #101 Raleigh, NC 27614",+1+18444327368,,,0,Pending,"2024-09-13 06:19:09"
1311,"Schrader Properties",,"5862 Faringdon Place, Suite 1 Raleigh, NC 27609",+1+19198727455,,,0,Pending,"2024-09-13 06:19:07"
1312,"Real Property Management Raleigh",,"8480 Honeycutt Road, Suite 200 Raleigh, NC 27615",+1+19194810008,,,0,Pending,"2024-09-13 06:19:06"
1313,"Raleigh Property Management",,"2500 Regency Parkway Cary, NC 27518",+1+19197944104,,,0,Pending,"2024-09-13 06:19:05"
1314,"Property Specific Llc",,"104 S. White Street, #209 Wake Forest, NC 27587",+1+19193077767,,,0,Pending,"2024-09-13 05:17:57"
1315,"Preiss Residential Living",,"1700 Hillsborough Street Raleigh, NC 27605",+1+19195321142,,,0,Pending,"2024-09-13 05:17:56"
1316,"Picket Fence Realty Llc",,"5832-A Faringdon Place Raleigh, NC 27609",+1+19198785080,,,0,Pending,"2024-09-13 05:17:55"
1317,"Oak City Properties Realty Management Llc",,"4818 Six Forks Road, #104 Raleigh, NC 27609",+1+19192329222,,,0,Pending,"2024-09-13 05:17:54"
1318,"Horizon Management Co Inc",,"5901 Falls of Neuse Road, Suite 200 Raleigh, NC 27609",+1+19198787474,,,0,Pending,"2024-09-13 05:17:53"
1319,"Fox Rental Management",,"425 S Lombard Street Clayton, NC 27520",+1+19195500856,,,0,Pending,"2024-09-13 05:17:51"
1320,"Excel Property Management Inc",,"1004 Bullard Court, Suite 106 Raleigh, NC 27615",+1+19198780522,,,0,Pending,"2024-09-13 05:17:50"
1321,"Coldwell Banker Howard Perry And Walston Property Management",,"1001 Wade Avenue, Suite 201 Raleigh, NC 27605",+1+19193885436,,,0,Pending,"2024-09-13 05:17:49"
